datasetid,publicationid,primarypub,year,citation,articletitle,journal,volume,issue,pages,doi,url
25661,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25662,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25663,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25664,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25665,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25666,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25667,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25668,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25669,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25670,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25671,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25672,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25673,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25674,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25675,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25676,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25677,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25678,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
25679,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
26846,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
26847,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
26848,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
26849,11299,True,2013,"Amesbury, M.J., G. Mallon, D.J. Charman, P.D.M. Hughes, R.K. Booth, T.J. Daley, and M. Garneau. 2013. Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States. Journal of Quaternary Science 28(1):27-39. [DOI: 10.1002/jqs.2584]","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States",Journal of Quaternary Science,28,1,27-39,10.1002/jqs.2584,
